Date,Flow
2014-05-24,-46.48020833333333
2014-05-25,-52.484042553191486
2014-05-26,-96.22
2014-05-27,-86.75157894736842
2014-05-28,-78.26979166666666
2014-05-29,-109.04361702127659
2014-05-30,-112.065625
2014-05-31,-91.421875
2014-06-01,-74.109375
2014-06-02,-101.52291666666666
2014-06-03,-44.96421052631579
2014-06-04,-50.534375
2014-06-05,-67.88541666666667
2014-06-06,-61.08125
2014-06-07,-62.184375
2014-06-08,-71.42083333333333
2014-06-09,-89.38020833333333
2014-06-10,-138.67916666666667
2014-06-11,-110.73229166666667
2014-06-12,-51.815625
2014-06-13,-42.322916666666664
2014-06-14,-51.155208333333334
2014-06-15,-67.34895833333333
2014-06-16,-71.97604166666666
2014-06-17,-54.51145833333333
2014-06-18,-49.971875
2014-06-19,-26.15625
2014-06-20,-52.3
2014-06-21,-63.53958333333333
2014-06-22,-61.765625
2014-06-23,-78.34042553191489
2014-06-24,-74.103125
2014-06-25,-75.13333333333334
2014-06-26,-47.240625
2014-06-27,-59.39270833333333
2014-06-28,-60.22291666666667
2014-06-29,-54.74583333333333
2014-06-30,-77.94166666666666
2014-07-01,-104.815625
2014-07-02,-54.333333333333336
2014-07-03,-53.98125
2014-07-04,-63.204166666666666
2014-07-05,-60.467708333333334
2014-07-06,-66.09375
2014-07-07,-66.37708333333333
2014-07-08,-83.58020833333333
2014-07-09,-79.23645833333333
2014-07-10,-69.25833333333334
2014-07-11,-73.15
2014-07-12,-75.309375
2014-07-13,-71.14631578947369
2014-07-14,-95.65
2014-07-15,-111.70833333333333
2014-07-16,-107.29791666666667
2014-07-17,-82.84270833333333
2014-07-18,-65.40520833333333
2014-07-19,-68.09166666666667
2014-07-20,-77.584375
2014-07-21,-83.69791666666667
2014-07-22,-96.753125
2014-07-23,-71.8010752688172
2014-07-24,-94.48125
2014-07-25,-108.26354166666667
2014-07-26,-108.7468085106383
2014-07-27,-100.85416666666667
2014-07-28,-95.36770833333334
2014-07-29,-74.06595744680851
2014-07-30,-75.31894736842105
2014-07-31,-81.65789473684211
2014-08-01,-97.29021739130435
2014-08-02,-99.58541666666666
2014-08-03,-75.13541666666667
2014-08-04,-64.95625
2014-08-05,-69.11979166666667
2014-08-06,-84.165625
2014-08-07,-98.57083333333334
2014-08-08,-82.86382978723404
2014-08-09,-95.57291666666667
2014-08-10,-51.157291666666666
2014-08-11,-53.32604166666667
2014-08-12,-72.396875
2014-08-13,-60.546875
2014-08-14,-67.80416666666666
2014-08-15,-75.88229166666666
2014-08-16,-79.66875
2014-08-17,-79.66979166666667
2014-08-18,-84.184375
2014-08-19,-60.58958333333333
2014-08-20,-43.425
2014-08-21,-35.66
2014-08-22,-73.59375
2014-08-23,-37.390625
2014-08-24,-63.10104166666667
2014-08-25,-54.95104166666667
2014-08-26,-34.516666666666666
2014-08-27,-21.711458333333333
2014-08-28,-46.467708333333334
2014-08-29,-51.842708333333334
2014-08-30,-43.96458333333333
2014-08-31,-43.24270833333333
2014-09-01,-51.41263157894737
2014-09-02,-48.64270833333333
2014-09-03,-4.122916666666667
2014-09-04,-12.8625
2014-09-05,5.2
2014-09-06,-1.1802083333333333
2014-09-07,12.623958333333333
2014-09-08,-5.896875
2014-09-09,8.405208333333333
2014-09-10,2.652083333333333
2014-09-11,7.333333333333333
2014-09-12,65.80625
2014-09-13,111.83333333333333
2014-09-14,123.753125
2014-09-15,109.21979166666667
2014-09-16,175.98958333333334
2014-09-17,238.81770833333334
2014-09-18,205.0625
2014-09-19,92.89479166666666
2014-09-20,18.064583333333335
2014-09-21,54.045833333333334
2014-09-22,46.23125
2014-09-23,1.3958333333333333
2014-09-24,-19.073958333333334
2014-09-25,-28.320833333333333
2014-09-26,-29.390625
2014-09-27,-32.93958333333333
2014-09-28,-15.21875
2014-09-29,-22.554166666666667
2014-09-30,-37.990625
2014-10-01,-15.094791666666667
2014-10-02,-18.059139784946236
2014-10-03,-27.237362637362637
2014-10-04,-45.29662921348314
2014-10-05,-52.35263157894737
2014-10-06,-47.26770833333333
2014-10-07,-51.99148936170213
2014-10-08,-76.52291666666666
2014-10-09,-90.30315789473684
2014-10-10,-90.3021052631579
2014-10-11,-92.03645833333333
2014-10-12,-69.76105263157895
2014-10-13,-112.52183908045977
2014-10-14,-112.71354166666667
2014-10-15,-17.302105263157895
2014-10-16,-26.695833333333333
2014-10-17,-43.96875
2014-10-18,-51.88125
2014-10-19,-61.864583333333336
2014-10-20,-70.996875
2014-10-21,-23.963541666666668
2014-10-22,-25.398958333333333
2014-10-23,-53.13854166666667
2014-10-24,-79.996875
2014-10-25,-110.11458333333333
2014-10-26,-46.719791666666666
2014-10-27,-59.359375
2014-10-28,-57.3125
2014-10-29,-35.719791666666666
2014-10-30,-59.92842105263158
2014-10-31,-30.553125
2014-11-01,-21
2014-11-02,-9.603125
2014-11-03,-29.86842105263158
2014-11-04,-22.608421052631577
2014-11-05,-3.5770833333333334
2014-11-06,13.757575757575758
2014-11-07,-56.93478260869565
2014-11-08,-30.436458333333334
2014-11-09,-45.898936170212764
2014-11-10,-47.01875
2014-11-11,-11.470833333333333
2014-11-12,21.520833333333332
2014-11-13,29.23548387096774
2014-11-14,17.534782608695654
2014-11-15,9.516304347826088
2014-11-16,-16.14831460674157
2014-11-17,-38.32235294117647
2014-11-18,-73.52444444444444
2014-11-19,-93.93645833333333
2014-11-20,-82.28125
2014-11-21,-72.69583333333334
2014-11-22,-88.84526315789473
2014-11-23,-21.029166666666665
2014-11-24,-17.90111111111111
2014-11-25,3.916883116883117
2014-11-26,-48.1972602739726
2014-11-27,-41.07752808988764
2014-11-28,-58.46222222222222
2014-11-29,-13.741489361702127
2014-11-30,-5.101041666666666
2014-12-01,10.128421052631579
2014-12-02,90.6125
2014-12-03,312.51979166666666
2014-12-04,523.875
2014-12-05,396.625
2014-12-06,468.6177083333333
2014-12-07,596.6875
2014-12-08,424.1145833333333
2014-12-09,448.16901408450707
2014-12-10,445.2083333333333
2014-12-11,530.3541666666666
2014-12-12,1295.5208333333333
2014-12-13,1950.625
2014-12-14,2066.0416666666665
2014-12-15,2340.5208333333335
2014-12-16,2538.4375
2014-12-17,2707.3469387755104
2014-12-30,2653.3333333333335
2014-12-31,2383.125
2015-01-01,2021.0416666666667
2015-01-02,1524.8958333333333
2015-01-03,1140.4375
2015-01-04,812.9270833333334
2015-01-05,639.09375
2015-01-06,525.1770833333334
2015-01-07,424.5520833333333
2015-01-08,379.46875
2015-01-09,347.2291666666667
2015-01-10,320.1145833333333
2015-01-11,333.15625
2015-01-12,316.28125
2015-01-13,292.0104166666667
2015-01-14,306.65625
2015-01-15,287.9583333333333
2015-01-16,278.8125
2015-01-17,270.65729166666665
2015-01-18,262.9583333333333
2015-01-19,262.1875
2015-01-20,257.1458333333333
2015-01-21,285.9375
2015-01-22,286.6458333333333
2015-01-23,310.9895833333333
2015-01-24,331.65625
2015-01-25,346.5729166666667
2015-01-26,336.34375
2015-01-27,390.25
2015-01-28,488.53125
2015-01-29,525.5052631578948
2015-01-30,404.4479166666667
2015-01-31,281.1145833333333
2015-02-01,257.6875
2015-02-02,269.625
2015-02-03,265.8229166666667
2015-02-04,320.2708333333333
2015-02-05,337.71875
2015-02-06,351.8020833333333
2015-02-07,672.8125
2015-02-08,1105.59375
2015-02-09,1777.1875
2015-02-10,2139.6875
2015-02-11,2540.625
2015-02-12,2860.7291666666665
2015-02-13,2928.0208333333335
2015-02-14,2761.6666666666665
2015-02-15,2374.4791666666665
2015-02-16,1818.5416666666667
2015-02-17,1289.8645833333333
2015-02-18,888.4375
2015-02-19,726.40625
2015-02-20,624.6631578947369
2015-02-21,504.875
2015-02-22,487.9166666666667
2015-02-23,443.0736842105263
2015-02-24,398.46875
2015-02-25,395.9270833333333
2015-02-26,306.21875
2015-02-27,330.7083333333333
2015-02-28,411.1666666666667
2015-03-01,397.34375
2015-03-02,336.90625
2015-03-03,314.4791666666667
2015-03-04,305.78125
2015-03-05,307.0104166666667
2015-03-06,308.6354166666667
2015-03-07,311.6770833333333
2015-03-08,307.7291666666667
2015-03-09,301.5833333333333
2015-03-10,316.8645833333333
2015-03-11,317.1354166666667
2015-03-12,318.6354166666667
2015-03-13,293.0833333333333
2015-03-14,293.6354166666667
2015-03-15,275.09375
2015-03-16,280.2708333333333
2015-03-17,272.53125
2015-03-18,294.1875
2015-03-19,222.47916666666666
2015-03-20,200.04166666666666
2015-03-21,253.82291666666666
2015-03-22,231.34375
2015-03-23,206.228125
2015-03-24,274.9270833333333
2015-03-25,344.9375
2015-03-26,336.1875
2015-03-27,289.25
2015-03-28,273.6770833333333
2015-03-29,283.1354166666667
2015-03-30,271.6354166666667
2015-03-31,242.90625
2015-04-01,187.77083333333334
2015-04-02,165.48958333333334
2015-04-03,129.98958333333334
2015-04-04,109.05520833333334
2015-04-05,126.45416666666667
2015-04-06,109.72916666666667
2015-04-07,167.52083333333334
2015-04-08,207.9375
2015-04-09,150.04583333333332
2015-04-10,124.07708333333333
2015-04-11,122.51145833333334
2015-04-12,123.32978723404256
2015-04-13,110.21666666666667
2015-04-14,122.97916666666667
2015-04-15,124.88541666666667
2015-04-16,82.50736842105263
2015-04-17,110.125
2015-04-18,87.41458333333334
2015-04-19,106.98105263157895
2015-04-20,89.57708333333333
2015-04-21,103.84375
2015-04-22,123.36875
2015-04-23,87.55
2015-04-24,80.609375
2015-04-25,64.8
2015-04-26,103.67708333333333
2015-04-27,87.52873563218391
2015-04-28,70.01458333333333
2015-04-29,45.879120879120876
2015-04-30,22.9375
2015-05-01,6.83
2015-05-02,-27.2375
2015-05-03,-41.5125
2015-05-04,-11.010416666666666
2015-05-05,-13.909375
2015-05-06,-37.496875
2015-05-07,-37.30104166666667
2015-05-08,-33.96666666666667
2015-05-09,-15.594791666666667
2015-05-10,-2.728125
2015-05-11,-13.95
2015-05-12,-36.64148936170213
2015-05-13,-37.130208333333336
2015-05-14,-31.42
2015-05-15,-48.18333333333333
2015-05-16,-49.41770833333333
2015-05-17,-58.79270833333333
2015-05-18,-51.715625
2015-05-19,-65.35104166666666
2015-05-20,-88.13958333333333
2015-05-21,-37.271875
2015-05-22,-32.16875
2015-05-23,-10.817708333333334
2015-05-24,-33.69166666666667
2015-05-25,-32.79375
2015-05-26,-0.7645833333333333
2015-05-27,16.01684210526316
2015-05-28,-16.6752688172043
2015-05-29,-47.34375
2015-05-30,-52.79270833333333
2015-05-31,-60.515625
2015-06-01,-16.841666666666665
2015-06-02,-21.479166666666668
2015-06-03,-54.065625
2015-06-04,-39.09130434782609
2015-06-05,-65.26666666666667
2015-06-06,-53.05520833333333
2015-06-07,-31.752808988764045
2015-06-08,-45.51145833333333
2015-06-09,-85.43020833333334
2015-06-10,-57.16041666666667
2015-06-11,-76.11612903225806
2015-06-12,-107.99012345679013
2015-06-13,-99.940625
2015-06-14,-78.59166666666667
2015-06-15,-43.645833333333336
2015-06-16,-39.06315789473684
2015-06-17,-63.5375
2015-06-18,-55.30833333333333
2015-06-19,-57.74791666666667
2015-06-20,-69.92083333333333
2015-06-21,-75.00520833333333
2015-06-22,-41.57096774193548
2015-06-23,-53.206315789473685
2015-06-24,-55.95104166666667
2015-06-25,-83.00416666666666
2015-06-26,-97.49130434782609
2015-06-27,-108.35104166666666
2015-06-28,-93.75625
2015-06-29,-87.79677419354839
2015-06-30,-107.57469879518072
2015-07-01,-109.6875
2015-07-02,-120.534375
2015-07-03,-103.66458333333334
2015-07-04,-103.20625
2015-07-05,-99.48645833333333
2015-07-06,-55.626041666666666
2015-07-07,-67.24166666666666
2015-07-08,-92.33333333333333
2015-07-09,-85.98125
2015-07-10,-68.32916666666667
2015-07-11,-79.99791666666667
2015-07-12,-95.34270833333333
2015-07-13,-90.8157894736842
2015-07-14,-100.83333333333333
2015-07-15,-100.72941176470589
2015-07-16,-97.60416666666667
2015-07-17,-98.29166666666667
2015-07-18,-90.69166666666666
2015-07-19,-62.473958333333336
2015-07-20,-94.10416666666667
2015-07-21,-109.596875
2015-07-22,-114.27083333333333
2015-07-23,-66.365625
2015-07-24,-65.9561797752809
2015-07-25,-81.93440860215054
2015-07-26,-111.48541666666667
2015-07-27,-115.80625
2015-07-28,-108.68125
2015-07-29,-115.73978494623655
2015-07-30,-132.49895833333332
2015-07-31,-126.715625
2015-08-01,-108.99895833333333
2015-08-02,-89.68125
2015-08-03,-83.97916666666667
2015-08-04,-72.55416666666666
2015-08-05,-61.93369565217391
2015-08-06,-74.54456521739131
2015-08-07,-97.41473684210526
2015-08-08,-72.26875
2015-08-09,-76.80833333333334
2015-08-10,-94.103125
2015-08-11,-59.42604166666667
2015-08-12,-3.138541666666667
2015-08-13,53.704166666666666
2015-08-14,-2.894791666666667
2015-08-15,-52.612631578947365
2015-08-16,-49.054736842105264
2015-08-17,-45.74814814814815
2015-08-18,-57.140625
2015-08-19,-36.64479166666667
2015-08-20,-20.123958333333334
2015-08-21,73.36354166666666
2015-08-22,223.721875
2015-08-23,327.6770833333333
2015-08-24,372.6770833333333
2015-08-25,210.90625
2015-08-26,75.81263157894738
2015-08-27,31.970212765957445
2015-08-28,76.33541666666666
2015-08-29,191.96875
2015-08-30,201.015625
2015-08-31,192.36145833333333
2015-09-01,203.665625
2015-09-02,211.25894736842105
2015-09-03,201.90625
2015-09-04,192.76041666666666
2015-09-05,279.40625
2015-09-06,347.6770833333333
2015-09-07,338.875
2015-09-08,332.3541666666667
2015-09-09,337.1145833333333
2015-09-10,336.8854166666667
2015-09-11,347.6979166666667
2015-09-12,377.8020833333333
2015-09-13,382.7916666666667
2015-09-14,376.6271186440678
2015-09-15,344.74285714285713
2015-09-16,341.05
2015-09-17,324.9375
2015-09-18,288.0104166666667
2015-09-19,277.83125
2015-09-20,248.45
2015-09-21,213.21875
2015-09-22,162.47083333333333
2015-09-23,154.96666666666667
2015-09-24,118.86458333333333
2015-09-25,127.77083333333333
2015-09-26,85.07604166666667
2015-09-27,49.020833333333336
2015-09-28,35.791666666666664
2015-09-29,13.396875
2015-09-30,10.988541666666666
2015-10-01,-6.333333333333333
2015-10-02,-17.076041666666665
2015-10-03,-64.36458333333333
2015-10-04,-10.40625
2015-10-05,-10.23125
2015-10-06,-22.719791666666666
2015-10-07,-40.7125
2015-10-08,-49.54895833333333
2015-10-09,-59.104166666666664
2015-10-10,-84.60520833333334
2015-10-11,-76.50729166666666
2015-10-12,-76.771875
2015-10-13,-89.83541666666666
2015-10-14,-80.93578947368421
2015-10-15,-72.37395833333333
2015-10-16,-77.23958333333333
2015-10-17,-80.46145833333334
2015-10-18,-64.18541666666667
2015-10-19,-56.05104166666667
2015-10-20,-39.23229166666667
2015-10-21,-50.80833333333333
2015-10-22,-65.14895833333334
2015-10-23,-57.52916666666667
2015-10-24,-58.446875
2015-10-25,-67.17083333333333
2015-10-26,-62.79157894736842
2015-10-27,-79.021875
2015-10-28,-95.51458333333333
2015-10-29,-63.579166666666666
2015-10-30,-64.225
2015-10-31,-98.39791666666666
2015-11-01,-95.76631578947368
2015-11-02,-105.95625
2015-11-03,-57.50851063829787
2015-11-04,-55.1125
2015-11-05,-65.70416666666667
2015-11-06,-92.06041666666667
2015-11-07,-105.87142857142857
2015-11-08,-112.10425531914893
2015-11-09,-122.79438202247191
2015-11-10,-72.77777777777777
2015-11-11,-81.84239130434783
2015-11-12,-83.85212765957446
2015-11-13,-66.2722891566265
2015-11-14,-98.1
2015-11-15,-148.47578947368422
2015-11-16,21.145833333333332
2015-11-17,-3.690625
2015-11-18,-11.715625
2015-11-19,-15.897894736842105
2015-11-20,-35.31182795698925
2015-11-21,-37.56956521739131
2015-11-22,-62.54352941176471
2015-11-23,-120.04659090909091
2015-11-24,-106.27386363636364
2015-11-25,-20.944791666666667
2015-11-26,-11.865625
2015-11-27,-21.211458333333333
2015-11-28,-28.316666666666666
2015-11-29,-35.172916666666666
2015-11-30,-2.18125
2015-12-01,-18.032291666666666
2015-12-02,16.597916666666666
2015-12-03,0.37083333333333335
2015-12-04,31.490625
2015-12-05,37.80625
2015-12-06,18.739583333333332
2015-12-07,32.795833333333334
2015-12-08,31.678125
2015-12-09,25.823958333333334
2015-12-10,1.0208333333333333
2015-12-11,17.535416666666666
2015-12-12,22.034375
2015-12-13,36.818279569892475
2015-12-14,106.49375
2015-12-15,45.41354166666667
2015-12-16,11.970833333333333
2015-12-17,21.74375
2015-12-18,40.739583333333336
2015-12-19,73.52083333333333
2015-12-20,74.48333333333333
2015-12-21,130.25842696629215
2015-12-22,139.375
2015-12-23,133.66770833333334
2015-12-24,119.58229166666666
2015-12-25,152.13541666666666
2015-12-26,151.69791666666666
2015-12-27,109.671875
2015-12-28,107.52083333333333
2015-12-29,116.1875
2015-12-30,108.94166666666666
2015-12-31,83.18125
2016-01-01,86.86875
2016-01-02,89.58333333333333
2016-01-03,81.46041666666666
2016-01-04,74.81145833333333
2016-01-05,118.53958333333334
2016-01-06,167.05208333333334
2016-01-07,256.5833333333333
2016-01-08,197.50208333333333
2016-01-09,227.35416666666666
2016-01-10,240.33333333333334
2016-01-11,201.2978947368421
2016-01-12,149.75
2016-01-13,148.22395833333334
2016-01-14,187.70833333333334
2016-01-15,170.30208333333334
2016-01-16,145.1875
2016-01-17,296.1927083333333
2016-01-18,917.4166666666666
2016-01-19,1359.2708333333333
2016-01-20,1609.1666666666667
2016-01-21,1391.71875
2016-01-22,1608.0208333333333
2016-01-23,1573.0208333333333
2016-01-24,1572.1666666666667
2016-01-25,1281.9166666666667
2016-01-26,1220.6770833333333
2016-01-27,1083.9895833333333
2016-01-28,930.5625
2016-01-29,649.0625
2016-01-30,536.875
2016-01-31,510.8645833333333
2016-02-01,439.8125
2016-02-02,801.9270833333334
2016-02-03,1119.6041666666667
2016-02-04,823.5104166666666
2016-02-05,522.375
2016-02-06,243.51041666666666
2016-02-07,229.5212765957447
2016-02-08,237.75
2016-02-09,186.00105263157894
2016-02-10,207.83695652173913
2016-02-11,186.1978021978022
2016-02-12,152.69473684210527
2016-02-13,90.33333333333333
2016-02-14,61.67313432835821
2016-02-15,43.4921568627451
2016-02-16,74.29253731343283
2016-02-17,98.92555555555556
2016-02-18,103.47945205479452
2016-02-19,51.493650793650794
2016-02-20,65.63846153846154
2016-02-21,48.50704225352113
2016-02-22,36.59166666666667
2016-02-23,148.1731343283582
2016-02-24,160.84375
2016-02-25,144.01470588235293
2016-02-26,99.72093023255815
2016-02-27,91.40752688172043
2016-02-28,80.02083333333333
2016-02-29,72.38
2016-03-01,71.19340659340659
2016-03-02,46.541304347826085
2016-03-03,84.69473684210526
2016-03-04,103.01473684210526
2016-03-05,159.9255319148936
2016-03-06,542.8229166666666
2016-03-07,1167.4479166666667
2016-03-08,1697.5
2016-03-09,1908.9583333333333
2016-03-10,2036.5625
2016-03-11,2323.9583333333335
2016-03-12,2768.4375
2016-03-13,3131.896551724138
2016-03-26,2995.576923076923
2016-03-27,2851.5625
2016-03-28,2605.3125
2016-03-29,2312.2916666666665
2016-03-30,1912.1875
2016-03-31,1679.6875
2016-04-01,1387.3958333333333
2016-04-02,1139.1666666666667
2016-04-03,986.46875
2016-04-04,872.0833333333334
2016-04-05,970.2765957446809
2016-04-06,1117.5
2016-04-07,1110.4583333333333
2016-04-08,1056.8020833333333
2016-04-09,843.2708333333334
2016-04-10,709.8854166666666
2016-04-11,611.1875
2016-04-12,545.8854166666666
2016-04-13,521.84375
2016-04-14,476.5520833333333
2016-04-15,449.3854166666667
2016-04-16,402.0416666666667
2016-04-17,360.625
2016-04-18,329.9791666666667
2016-04-19,353.75
2016-04-20,335.5520833333333
2016-04-21,310.90625
2016-04-22,291.534375
2016-04-23,294.15625
2016-04-24,299
2016-04-25,308.6145833333333
2016-04-26,276.5217391304348
2016-04-27,289.4583333333333
2016-04-28,258.4895833333333
2016-04-29,212.71875
2016-04-30,195.41666666666666
2016-05-01,134.1875
2016-05-02,164.625
2016-05-03,163.2875
2016-05-04,134.13125
2016-05-05,134.634375
2016-05-06,113.3125
2016-05-07,106.43541666666667
2016-05-08,143.94791666666666
2016-05-09,140.17708333333334
2016-05-10,118.34791666666666
2016-05-11,114.125
2016-05-12,95.38020833333333
2016-05-13,70.49270833333334
2016-05-14,73.54375
2016-05-15,41.45
2016-05-16,44.219791666666666
2016-05-17,27.189583333333335
2016-05-18,0.5189473684210526
2016-05-19,1.2052083333333334
2016-05-20,27.864583333333332
2016-05-21,73.99895833333333
2016-05-22,57.244791666666664
2016-05-23,23.70625
2016-05-24,39.21666666666667
2016-05-25,43.115625
2016-05-26,33.40105263157895
2016-05-27,14.980208333333334
2016-05-28,8.397916666666667
2016-05-29,11.540625
2016-05-30,49.723958333333336
2016-05-31,28.889583333333334
2016-06-01,-14.189583333333333
2016-06-02,-39.851578947368424
2016-06-03,-34.16979166666667
2016-06-04,-52.03125
2016-06-05,-61.76875
2016-06-06,-61.85729166666667
2016-06-07,-28.185416666666665
2016-06-08,-8.703125
2016-06-09,18.09375
2016-06-10,-10.277083333333334
2016-06-11,-22.408333333333335
2016-06-12,-46.485416666666666
2016-06-13,-28.627083333333335
2016-06-14,-5.085416666666666
2016-06-15,-24.576041666666665
2016-06-16,-1.8614583333333334
2016-06-17,-41.31666666666667
2016-06-18,-36.547916666666666
2016-06-19,-26.245833333333334
2016-06-20,-30.098958333333332
2016-06-21,-19.776041666666668
2016-06-22,4.507291666666666
2016-06-23,24.10625
2016-06-24,26.489583333333332
2016-06-25,-4.354166666666667
2016-06-26,16.7625
2016-06-27,-0.9489583333333333
2016-06-28,-1.33125
2016-06-29,-23.098958333333332
2016-06-30,-43.1314606741573
2016-07-01,-78.08229166666666
2016-07-02,-82.38333333333334
2016-07-03,-69.07291666666667
2016-07-04,-87.63958333333333
2016-07-05,-95.48645833333333
2016-07-06,-104.153125
2016-07-07,-97.5625
2016-07-08,-68.51458333333333
2016-07-09,-64.30208333333333
2016-07-10,-47.3125
2016-07-11,-62.054736842105264
2016-07-12,-61.36770833333333
2016-07-13,-68.26875
2016-07-14,39.83125
2016-07-15,216.08333333333334
2016-07-16,251.57291666666666
2016-07-17,271.5
2016-07-18,309.36046511627904
2016-07-19,328.17291666666665
2016-07-20,329
2016-07-21,341.6354166666667
2016-07-22,352.9791666666667
2016-07-23,432.1666666666667
2016-07-24,506.2291666666667
2016-07-25,547.65625
2016-07-26,521.21875
2016-07-27,502.2083333333333
2016-07-28,494.9479166666667
2016-07-29,342.8645833333333
2016-07-30,208.88541666666666
2016-07-31,173.14166666666668
2016-08-01,174.709375
2016-08-02,77.68645833333333
2016-08-03,-30.065625
2016-08-04,-62.54479166666667
2016-08-05,-33.130208333333336
2016-08-06,-60.545833333333334
2016-08-07,-51.83958333333333
2016-08-08,-69.36145833333333
2016-08-09,-65.65578947368421
2016-08-10,-70.48125
2016-08-11,-25.5625
2016-08-12,-8.489010989010989
2016-08-13,-25.165625
2016-08-14,-38.213541666666664
2016-08-15,-34.739583333333336
2016-08-16,-22.809375
2016-08-17,-27.238541666666666
2016-08-18,-26.322916666666668
2016-08-19,-52.615625
2016-08-20,-68.03137254901961
2016-08-21,-45.63645833333333
2016-08-22,-48.365625
2016-08-23,-44.29479166666667
2016-08-24,-15.667708333333334
2016-08-25,-1.3791666666666667
2016-08-26,1.440625
2016-08-27,36.84791666666667
2016-08-28,22.41894736842105
2016-08-29,-1.3635416666666667
2016-08-30,-3.8326315789473684
2016-08-31,-13.085416666666667
2016-09-01,-4.322916666666667
2016-09-02,-29.048958333333335
2016-09-03,-32.034375
2016-09-04,-0.4479166666666667
2016-09-05,-13.5875
2016-09-06,-8.214583333333334
2016-09-07,-8.065957446808511
2016-09-08,-14.586458333333333
2016-09-09,23.145833333333332
2016-09-10,38.78541666666667
2016-09-11,22.5625
2016-09-12,30.90625
